,Date,Open,High,Low,Close,Adj Close,Volume,User,Tweet,Current Ratio ,Long-term Debt / Capital ,Debt/Equity Ratio ,Gross Margin ,Operating Margin ,EBIT Margin ,Pre-Tax Proﬁt Margin ,Net Profit Margin ,Asset Turnover ,Inventory Turnover Ratio ,Receiveable Turnover ,Days Sales In Receivables ,ROE - Return On Equity ,Return On Tangible Equity ,ROA - Return On Assets ,ROI - Return On Investment ,Book Value Per Share ,Operating Cash Flow Per Share ,Free Cash Flow Per Share ,Enterprise Value,PE Ratio,PS Ratio,PB Ratio,Earnings Yield,FCF Yield,Buyback Yield / Dilution,Total Shareholder Return,Market Capitalization
3161,25/06/21,689.58,693.81,668.7,671.87,671.87,32496700,GerberKawasaki,Ok. Just took the Plaid down sunset to PCH to Malibu and back. Perfect car. Perfect build. Just ripped my face off. It’s the most incredible car ever built. I’ll stream later. #tesla $tsla https://t.co/qUQSg6eAsB,1.6606,0.275,0.4556,21.3206,5.7176,5.7176,5.1304,4.216,0.1961,1.9782,5.4968,16.3731,1.9444,1.9864,0.8759,1.4096,24.7809,1.4484,-0.8252,"6,34,846",560.91,17.84,27.85,0.07%,0.04%,-5.03%,-5.03%,"6,41,115"
3162,25/06/21,689.58,693.81,668.7,671.87,671.87,32496700,GerberKawasaki,This is a great solution for affordable housing. #tesla $tsla  https://t.co/bpWagWv4zJ,1.6606,0.275,0.4556,21.3206,5.7176,5.7176,5.1304,4.216,0.1961,1.9782,5.4968,16.3731,1.9444,1.9864,0.8759,1.4096,24.7809,1.4484,-0.8252,"6,34,846",560.91,17.84,27.85,0.07%,0.04%,-5.03%,-5.03%,"6,41,115"
3163,25/06/21,689.58,693.81,668.7,671.87,671.87,32496700,Investingcom,"*PANASONIC SELLS ENTIRE TESLA STAKE FOR $3.6 BILLION - https://t.co/gEbBY3PSun

$TSLA https://t.co/CZYoe5MrBW",1.6606,0.275,0.4556,21.3206,5.7176,5.7176,5.1304,4.216,0.1961,1.9782,5.4968,16.3731,1.9444,1.9864,0.8759,1.4096,24.7809,1.4484,-0.8252,"6,34,846",560.91,17.84,27.85,0.07%,0.04%,-5.03%,-5.03%,"6,41,115"
3164,25/06/21,689.58,693.81,668.7,671.87,671.87,32496700,GerberKawasaki,I don’t really want to sell my model 3 I love it so much. Paid $60k - $10k of tax credits and the time. Similar used tesla listed on the tesla site for $50k. 3.25 year old tesla. Gets better with every OTA. Zero depreciation. $tsla https://t.co/irYwVZoLYb,1.6606,0.275,0.4556,21.3206,5.7176,5.7176,5.1304,4.216,0.1961,1.9782,5.4968,16.3731,1.9444,1.9864,0.8759,1.4096,24.7809,1.4484,-0.8252,"6,34,846",560.91,17.84,27.85,0.07%,0.04%,-5.03%,-5.03%,"6,41,115"
3165,25/06/21,689.58,693.81,668.7,671.87,671.87,32496700,GerberKawasaki,I'm launching the Gerber Kawasaki ETF with @AdvisorShares on July 2nd on the NYSE. A multi thematic actively managed fund that will allow investors to take advantage of my best growth stock ideas. Symbol is $GK - $TSLA #tesla is a top holding. More info at https://t.co/sQZSRZl6ON,1.6606,0.275,0.4556,21.3206,5.7176,5.7176,5.1304,4.216,0.1961,1.9782,5.4968,16.3731,1.9444,1.9864,0.8759,1.4096,24.7809,1.4484,-0.8252,"6,34,846",560.91,17.84,27.85,0.07%,0.04%,-5.03%,-5.03%,"6,41,115"
3166,25/06/21,689.58,693.81,668.7,671.87,671.87,32496700,GerberKawasaki,Hey @elonmusk - got my Plaid yesterday. Outrageously amazing. Congrats to the very hard working tesla team on this masterpiece. $TSLA https://t.co/52MNgkYWWt,1.6606,0.275,0.4556,21.3206,5.7176,5.7176,5.1304,4.216,0.1961,1.9782,5.4968,16.3731,1.9444,1.9864,0.8759,1.4096,24.7809,1.4484,-0.8252,"6,34,846",560.91,17.84,27.85,0.07%,0.04%,-5.03%,-5.03%,"6,41,115"
3167,25/06/21,689.58,693.81,668.7,671.87,671.87,32496700,WholeMarsBlog,"Tesla Engineers confirm to the Wall Street Journal that Model S Plaid uses 18650. 

One engineer described the battery pack as “still a sack of potatoes” to carry around, compared to the new structural pack design being prepared for future Tesla products. $TSLA",1.6606,0.275,0.4556,21.3206,5.7176,5.7176,5.1304,4.216,0.1961,1.9782,5.4968,16.3731,1.9444,1.9864,0.8759,1.4096,24.7809,1.4484,-0.8252,"6,34,846",560.91,17.84,27.85,0.07%,0.04%,-5.03%,-5.03%,"6,41,115"
3168,25/06/21,689.58,693.81,668.7,671.87,671.87,32496700,WholeMarsBlog,“Tesla execs say the yoke will help consumers prepare for the eventuality of autonomous driving and for steering wheels that retract out of sight” — Wall Street Journal @elonmusk $TSLA,1.6606,0.275,0.4556,21.3206,5.7176,5.7176,5.1304,4.216,0.1961,1.9782,5.4968,16.3731,1.9444,1.9864,0.8759,1.4096,24.7809,1.4484,-0.8252,"6,34,846",560.91,17.84,27.85,0.07%,0.04%,-5.03%,-5.03%,"6,41,115"
3169,25/06/21,689.58,693.81,668.7,671.87,671.87,32496700,garyblack00,"Panasonic said the sale of $TSLA stock won’t impact the company’s relationship or partnership with Tesla, spokeswoman Yayoi Watanabe said. Yuki Kusumi, the new CEO of Panasonic, said the proceeds will help pay for its $7 billion acquisition of AI software developer Blue Yonder. https://t.co/Ydvcu9Ka77",1.6606,0.275,0.4556,21.3206,5.7176,5.7176,5.1304,4.216,0.1961,1.9782,5.4968,16.3731,1.9444,1.9864,0.8759,1.4096,24.7809,1.4484,-0.8252,"6,34,846",560.91,17.84,27.85,0.07%,0.04%,-5.03%,-5.03%,"6,41,115"
3170,25/06/21,689.58,693.81,668.7,671.87,671.87,32496700,GerberKawasaki,Right now I have 3 of 4 tesla models. I can safely and unequivocally say tesla has NO COMPETITION. These are the best cars ever made. The tech has become breathtaking. $TSLA,1.6606,0.275,0.4556,21.3206,5.7176,5.7176,5.1304,4.216,0.1961,1.9782,5.4968,16.3731,1.9444,1.9864,0.8759,1.4096,24.7809,1.4484,-0.8252,"6,34,846",560.91,17.84,27.85,0.07%,0.04%,-5.03%,-5.03%,"6,41,115"
3171,28/06/21,671.64,694.7,670.32,688.72,688.72,21628200,Teslaconomics,"I swear I have never seen this many semi trucks delivering Teslas. 

This quarter may be killer. 🔥 

$TSLA #Tesla",1.6606,0.275,0.4556,21.3206,5.7176,5.7176,5.1304,4.216,0.1961,1.9782,5.4968,16.3731,1.9444,1.9864,0.8759,1.4096,24.7809,1.4484,-0.8252,"6,34,846",560.91,17.84,27.85,0.07%,0.04%,-5.03%,-5.03%,"6,41,115"
3172,28/06/21,671.64,694.7,670.32,688.72,688.72,21628200,GerberKawasaki,"I think we pushed past $2,000,000,000 in AUM today with the Tesla Nvidia push. Great day for our clients. $TSLA $NVDA",1.6606,0.275,0.4556,21.3206,5.7176,5.7176,5.1304,4.216,0.1961,1.9782,5.4968,16.3731,1.9444,1.9864,0.8759,1.4096,24.7809,1.4484,-0.8252,"6,34,846",560.91,17.84,27.85,0.07%,0.04%,-5.03%,-5.03%,"6,41,115"
3173,28/06/21,671.64,694.7,670.32,688.72,688.72,21628200,Teslaconomics,"I bet many $TSLAQ shorts lost a solid amount today hoping the recall would drop the stock, but rather went the opposite, bc the demand is real. 

Little fuckboys gett’n wrecked on a Monday. 🔥 

$TSLA #Tesla",1.6606,0.275,0.4556,21.3206,5.7176,5.7176,5.1304,4.216,0.1961,1.9782,5.4968,16.3731,1.9444,1.9864,0.8759,1.4096,24.7809,1.4484,-0.8252,"6,34,846",560.91,17.84,27.85,0.07%,0.04%,-5.03%,-5.03%,"6,41,115"
3174,28/06/21,671.64,694.7,670.32,688.72,688.72,21628200,Teslaconomics,"I am seeing so many semis delivering Teslas as I drive back to the Bay Area, it’s insane. 

The final push is really happening. 📈

Damn bullish. 🔥 

$TSLA #Tesla",1.6606,0.275,0.4556,21.3206,5.7176,5.7176,5.1304,4.216,0.1961,1.9782,5.4968,16.3731,1.9444,1.9864,0.8759,1.4096,24.7809,1.4484,-0.8252,"6,34,846",560.91,17.84,27.85,0.07%,0.04%,-5.03%,-5.03%,"6,41,115"
3175,28/06/21,671.64,694.7,670.32,688.72,688.72,21628200,WholeMarsBlog,Tesla Q2 deliveries Friday $TSLA,1.6606,0.275,0.4556,21.3206,5.7176,5.7176,5.1304,4.216,0.1961,1.9782,5.4968,16.3731,1.9444,1.9864,0.8759,1.4096,24.7809,1.4484,-0.8252,"6,34,846",560.91,17.84,27.85,0.07%,0.04%,-5.03%,-5.03%,"6,41,115"
3176,28/06/21,671.64,694.7,670.32,688.72,688.72,21628200,squawksquare,"BREAKING: CATL, TESLA SIGN PACT ON LI-ION BATTERY SUPPLY:SECURITIES TIMES - $tsla",1.6606,0.275,0.4556,21.3206,5.7176,5.7176,5.1304,4.216,0.1961,1.9782,5.4968,16.3731,1.9444,1.9864,0.8759,1.4096,24.7809,1.4484,-0.8252,"6,34,846",560.91,17.84,27.85,0.07%,0.04%,-5.03%,-5.03%,"6,41,115"
3177,28/06/21,671.64,694.7,670.32,688.72,688.72,21628200,eqnotalent,"@legendisarmani @mtbkrdave @elonmusk @Tesla All other car makers safe countless drivers daily. But Tesla owner tend to brag about it more, because they also own a lot of $tsla stocks.",1.6606,0.275,0.4556,21.3206,5.7176,5.7176,5.1304,4.216,0.1961,1.9782,5.4968,16.3731,1.9444,1.9864,0.8759,1.4096,24.7809,1.4484,-0.8252,"6,34,846",560.91,17.84,27.85,0.07%,0.04%,-5.03%,-5.03%,"6,41,115"
3178,28/06/21,671.64,694.7,670.32,688.72,688.72,21628200,jonastsla,"FUDists on Saturday: Tesla recall in China!!! 🙀🙀☠️☠️

Tesla: Completes “recall” (OTA) before market opens on Monday. 

$TSLAQ: Shit. 

@elonmusk @WholeMarsBlog @ray4tesla #Tesla $TSLA https://t.co/j8HIUWpa9E",1.6606,0.275,0.4556,21.3206,5.7176,5.7176,5.1304,4.216,0.1961,1.9782,5.4968,16.3731,1.9444,1.9864,0.8759,1.4096,24.7809,1.4484,-0.8252,"6,34,846",560.91,17.84,27.85,0.07%,0.04%,-5.03%,-5.03%,"6,41,115"
3179,28/06/21,671.64,694.7,670.32,688.72,688.72,21628200,matty_mogul,"Starlink at @Tesla supercharger stations will enable cars without wifi access to regular software updates 📡

@SpaceX satellites great for owners while keeping the fleet up to date! 🛰

@elonmusk $TSLA #starlink https://t.co/FfoneRHVrT",1.6606,0.275,0.4556,21.3206,5.7176,5.7176,5.1304,4.216,0.1961,1.9782,5.4968,16.3731,1.9444,1.9864,0.8759,1.4096,24.7809,1.4484,-0.8252,"6,34,846",560.91,17.84,27.85,0.07%,0.04%,-5.03%,-5.03%,"6,41,115"
3180,28/06/21,671.64,694.7,670.32,688.72,688.72,21628200,WholeMarsBlog,"Tesla made long distance travel with EVs not only possible, but normal. 

They didn’t just make it good. They made it better than the old road trip experience. 

It’s a beautiful thing to see it bloom into scale. $TSLA @elonmusk https://t.co/FlZCNh1OFE",1.6606,0.275,0.4556,21.3206,5.7176,5.7176,5.1304,4.216,0.1961,1.9782,5.4968,16.3731,1.9444,1.9864,0.8759,1.4096,24.7809,1.4484,-0.8252,"6,34,846",560.91,17.84,27.85,0.07%,0.04%,-5.03%,-5.03%,"6,41,115"
3181,29/06/21,684.65,687.51,675.89,680.76,680.76,17381300,Teslaconomics,"I remember being in a NY hotel during the pandemic with my brokers wiring $100-$200k per day and investing everything I had during the massive sell off bc I knew Tesla would persevere, while everyone was heading for the door panicking. 

Came a long fuckin way. 📈

$TSLA #Tesla",1.6606,0.275,0.4556,21.3206,5.7176,5.7176,5.1304,4.216,0.1961,1.9782,5.4968,16.3731,1.9444,1.9864,0.8759,1.4096,24.7809,1.4484,-0.8252,"6,34,846",560.91,17.84,27.85,0.07%,0.04%,-5.03%,-5.03%,"6,41,115"
3182,29/06/21,684.65,687.51,675.89,680.76,680.76,17381300,GerberKawasaki,"Here is a tesla yoke picture. Notice the buttons. They work like an iPhone with haptic feedback. Turn signals, horn. No stalks so you press the autopilot button to turn it on. Amazing upgrades. #tesla $tsla https://t.co/bjdZUxO9iV",1.6606,0.275,0.4556,21.3206,5.7176,5.7176,5.1304,4.216,0.1961,1.9782,5.4968,16.3731,1.9444,1.9864,0.8759,1.4096,24.7809,1.4484,-0.8252,"6,34,846",560.91,17.84,27.85,0.07%,0.04%,-5.03%,-5.03%,"6,41,115"
3183,29/06/21,684.65,687.51,675.89,680.76,680.76,17381300,garyblack00,"Miscellaneous (cont.):
- Top brand of cars Tesla replaced #1 BMW, #2 Toyota, #3 Honda, #4 $TSLA, and #5 Mercedes
- 82% rated TSLA service experience as Excellent/Good vs 9% Fair/Poor

I will post more survey detail over the next few days.  Clearly, TSLA owners love their Teslas.",1.6606,0.275,0.4556,21.3206,5.7176,5.7176,5.1304,4.216,0.1961,1.9782,5.4968,16.3731,1.9444,1.9864,0.8759,1.4096,24.7809,1.4484,-0.8252,"6,34,846",560.91,17.84,27.85,0.07%,0.04%,-5.03%,-5.03%,"6,41,115"
3184,29/06/21,684.65,687.51,675.89,680.76,680.76,17381300,garyblack00,"$TSLA Twitter Survey Results 
(1,315 TSLA respondents):

Key points:

1/ 95.6% of Tesla owners love their Teslas (1.8% dislike/hate)

2/ 93.0% very likely to buy another Tesla (2.2% very unlikely)

3/ 84.5% very unlikely/unlikely to buy a European brand with long-range battery",1.6606,0.275,0.4556,21.3206,5.7176,5.7176,5.1304,4.216,0.1961,1.9782,5.4968,16.3731,1.9444,1.9864,0.8759,1.4096,24.7809,1.4484,-0.8252,"6,34,846",560.91,17.84,27.85,0.07%,0.04%,-5.03%,-5.03%,"6,41,115"
3185,29/06/21,684.65,687.51,675.89,680.76,680.76,17381300,Teslaconomics,"Let’s fuckin get it Tesla. 👊

$TSLA #Tesla  https://t.co/jvZouMntDd",1.6606,0.275,0.4556,21.3206,5.7176,5.7176,5.1304,4.216,0.1961,1.9782,5.4968,16.3731,1.9444,1.9864,0.8759,1.4096,24.7809,1.4484,-0.8252,"6,34,846",560.91,17.84,27.85,0.07%,0.04%,-5.03%,-5.03%,"6,41,115"
3186,29/06/21,684.65,687.51,675.89,680.76,680.76,17381300,WholeMarsBlog,"When it comes to driver assistance systems, you don’t want the second best. 

Get a Tesla with Autopilot. You’ll thank us later.

@elonmusk @karpathy $TSLA https://t.co/lM19rkl2fE",1.6606,0.275,0.4556,21.3206,5.7176,5.7176,5.1304,4.216,0.1961,1.9782,5.4968,16.3731,1.9444,1.9864,0.8759,1.4096,24.7809,1.4484,-0.8252,"6,34,846",560.91,17.84,27.85,0.07%,0.04%,-5.03%,-5.03%,"6,41,115"
3187,29/06/21,684.65,687.51,675.89,680.76,680.76,17381300,TeslaNY,"New owner picking up Model S Plaid at Smithtown Tesla on Long Island! 🏎⚡️🗽 “I’m loving it, I’m really loving the car. I’m so happy that I got it!” https://t.co/la68M3O22K $TSLA #Tesla #EV #NY https://t.co/CU8F6ykMU6",1.6606,0.275,0.4556,21.3206,5.7176,5.7176,5.1304,4.216,0.1961,1.9782,5.4968,16.3731,1.9444,1.9864,0.8759,1.4096,24.7809,1.4484,-0.8252,"6,34,846",560.91,17.84,27.85,0.07%,0.04%,-5.03%,-5.03%,"6,41,115"
3188,29/06/21,684.65,687.51,675.89,680.76,680.76,17381300,squawksquare,BREAKING: IIHS SAYS TOP SAFETY PICK+ EXTENDED TO ALL 2021 TESLA MODEL 3S - $TSLA,1.6606,0.275,0.4556,21.3206,5.7176,5.7176,5.1304,4.216,0.1961,1.9782,5.4968,16.3731,1.9444,1.9864,0.8759,1.4096,24.7809,1.4484,-0.8252,"6,34,846",560.91,17.84,27.85,0.07%,0.04%,-5.03%,-5.03%,"6,41,115"
3189,29/06/21,684.65,687.51,675.89,680.76,680.76,17381300,DeItaone,"IIHS SAYS TOP SAFETY PICK+ EXTENDED TO ALL 2021 TESLA MODEL 3S
$TSLA",1.6606,0.275,0.4556,21.3206,5.7176,5.7176,5.1304,4.216,0.1961,1.9782,5.4968,16.3731,1.9444,1.9864,0.8759,1.4096,24.7809,1.4484,-0.8252,"6,34,846",560.91,17.84,27.85,0.07%,0.04%,-5.03%,-5.03%,"6,41,115"
3190,29/06/21,684.65,687.51,675.89,680.76,680.76,17381300,GerberKawasaki,Sorry. I’ve fallen madly in love. #TeslaModelSPlaid $tsla #tesla,1.6606,0.275,0.4556,21.3206,5.7176,5.7176,5.1304,4.216,0.1961,1.9782,5.4968,16.3731,1.9444,1.9864,0.8759,1.4096,24.7809,1.4484,-0.8252,"6,34,846",560.91,17.84,27.85,0.07%,0.04%,-5.03%,-5.03%,"6,41,115"
3191,29/06/21,684.65,687.51,675.89,680.76,680.76,17381300,GerberKawasaki,"The tesla model S Plaid yolk is the appropriate device for a car that is really more similar to a fighter jet.  A luxury, safe fighter jet. With YouTube and Air cooled seats. It’s a masterpiece of @elonmusk vision. $tsla https://t.co/PXR3AHfL7w",1.6606,0.275,0.4556,21.3206,5.7176,5.7176,5.1304,4.216,0.1961,1.9782,5.4968,16.3731,1.9444,1.9864,0.8759,1.4096,24.7809,1.4484,-0.8252,"6,34,846",560.91,17.84,27.85,0.07%,0.04%,-5.03%,-5.03%,"6,41,115"
3192,29/06/21,684.65,687.51,675.89,680.76,680.76,17381300,GerberKawasaki,Had a drink of the last of the tesla tequila that @Sofiaan brought over last night. Nice chat about Tesla and the future. It’s laughable the information differential between us and Wall Street. $tsla,1.6606,0.275,0.4556,21.3206,5.7176,5.7176,5.1304,4.216,0.1961,1.9782,5.4968,16.3731,1.9444,1.9864,0.8759,1.4096,24.7809,1.4484,-0.8252,"6,34,846",560.91,17.84,27.85,0.07%,0.04%,-5.03%,-5.03%,"6,41,115"
3193,29/06/21,684.65,687.51,675.89,680.76,680.76,17381300,GerberKawasaki,The goofball at UBS clearly hasn’t driven the #ModelSPlaid - #tesla is dominating at this point. There are no other words to describe the total domination of legacy auto. $TSLA,1.6606,0.275,0.4556,21.3206,5.7176,5.7176,5.1304,4.216,0.1961,1.9782,5.4968,16.3731,1.9444,1.9864,0.8759,1.4096,24.7809,1.4484,-0.8252,"6,34,846",560.91,17.84,27.85,0.07%,0.04%,-5.03%,-5.03%,"6,41,115"
3194,29/06/21,684.65,687.51,675.89,680.76,680.76,17381300,28delayslater,"After the UBS cut Tesla in June 2019, $TSLA was up 90% by the end of the year and 300% by February 2020. https://t.co/NCgia5JcVz",1.6606,0.275,0.4556,21.3206,5.7176,5.7176,5.1304,4.216,0.1961,1.9782,5.4968,16.3731,1.9444,1.9864,0.8759,1.4096,24.7809,1.4484,-0.8252,"6,34,846",560.91,17.84,27.85,0.07%,0.04%,-5.03%,-5.03%,"6,41,115"
3195,29/06/21,684.65,687.51,675.89,680.76,680.76,17381300,Proxima06_Aiai,"In the future, we will look back when $APPL was worth more than $TSLA and laugh in disbelief.

Elon &gt; Tim Cook
Tesla Engineers &gt; Apple Engineers
$TSLA TAM &gt; $APPL TAM

Tesla is more creative, focused and innovating at a faster rate. Time will tell.",1.6606,0.275,0.4556,21.3206,5.7176,5.7176,5.1304,4.216,0.1961,1.9782,5.4968,16.3731,1.9444,1.9864,0.8759,1.4096,24.7809,1.4484,-0.8252,"6,34,846",560.91,17.84,27.85,0.07%,0.04%,-5.03%,-5.03%,"6,41,115"
3196,30/06/21,679.77,692.81,678.14,679.7,679.7,18924900,Teslaconomics,"Who’s down to go to Fremont and help deliver some Tesla vehicles before 12am tonight?

Everything is on me tonight. 🌟 

$TSLA #Tesla",1.5083,0.2348,0.3666,24.1178,10.9717,10.9717,10.8129,9.5501,0.2168,1.9172,5.6167,16.0236,4.5935,4.6822,2.1361,3.5147,26.062,1.9162,0.5428,"6,47,948",300.22,15.64,26.4,0.17%,0.09%,-4.63%,-4.63%,"6,54,776"
3197,30/06/21,679.77,692.81,678.14,679.7,679.7,18924900,AlternateJones,"I would like to send a sincere note of appreciation to all the Tesla bears who pulled the stock price down into the 500s so that I could add 3000 $TSLA to my position.

🙏🏻 from the bottom of my heart!",1.5083,0.2348,0.3666,24.1178,10.9717,10.9717,10.8129,9.5501,0.2168,1.9172,5.6167,16.0236,4.5935,4.6822,2.1361,3.5147,26.062,1.9162,0.5428,"6,47,948",300.22,15.64,26.4,0.17%,0.09%,-4.63%,-4.63%,"6,54,776"
3198,30/06/21,679.77,692.81,678.14,679.7,679.7,18924900,WholeMarsBlog,"Tesla’s vision system is now so accurate at getting the distance and relative velocity of objects that they don’t even need to put radar in their cars anymore. 

This is an incredibly power capability for FSD Beta @elonmusk $TSLA",1.5083,0.2348,0.3666,24.1178,10.9717,10.9717,10.8129,9.5501,0.2168,1.9172,5.6167,16.0236,4.5935,4.6822,2.1361,3.5147,26.062,1.9162,0.5428,"6,47,948",300.22,15.64,26.4,0.17%,0.09%,-4.63%,-4.63%,"6,54,776"
3199,30/06/21,679.77,692.81,678.14,679.7,679.7,18924900,WholeMarsBlog,"Here’s what Lucid Motors CEO Peter Rawlinson had to say about Tesla today. 

When asked if he was worried about the competition, he admitted there was “only one horse in the race”. 

$CCIV $LCID $TSLA @elonmusk @LucidMotors 

https://t.co/Z4LrNin91l https://t.co/j5BcQjVWzv",1.5083,0.2348,0.3666,24.1178,10.9717,10.9717,10.8129,9.5501,0.2168,1.9172,5.6167,16.0236,4.5935,4.6822,2.1361,3.5147,26.062,1.9162,0.5428,"6,47,948",300.22,15.64,26.4,0.17%,0.09%,-4.63%,-4.63%,"6,54,776"
3200,30/06/21,679.77,692.81,678.14,679.7,679.7,18924900,squawksquare,BREAKING: Consumer Reports says Tesla Model 3 is 'Top Pick' again after raising safety concerns $TSLA,1.5083,0.2348,0.3666,24.1178,10.9717,10.9717,10.8129,9.5501,0.2168,1.9172,5.6167,16.0236,4.5935,4.6822,2.1361,3.5147,26.062,1.9162,0.5428,"6,47,948",300.22,15.64,26.4,0.17%,0.09%,-4.63%,-4.63%,"6,54,776"
3201,30/06/21,679.77,692.81,678.14,679.7,679.7,18924900,EmmetPeppers,"First time in Downtown SF yesterday in a while and saw way too many of these Frankenstein cars driving and parked…too many sensors @tesla vision is the way, not this.   $TSLA https://t.co/bBVJvTGHT4",1.5083,0.2348,0.3666,24.1178,10.9717,10.9717,10.8129,9.5501,0.2168,1.9172,5.6167,16.0236,4.5935,4.6822,2.1361,3.5147,26.062,1.9162,0.5428,"6,47,948",300.22,15.64,26.4,0.17%,0.09%,-4.63%,-4.63%,"6,54,776"
3202,30/06/21,679.77,692.81,678.14,679.7,679.7,18924900,LordPente,"So I read a $TSLAQ tweet where they basically said Tesla's doors don't work if the power is out, and that maybe Tesla should fix that.  So I researched that...  The doors do have a non-powered override, and DO open when the power is out.  And they always have, apparently.

$TSLA",1.5083,0.2348,0.3666,24.1178,10.9717,10.9717,10.8129,9.5501,0.2168,1.9172,5.6167,16.0236,4.5935,4.6822,2.1361,3.5147,26.062,1.9162,0.5428,"6,47,948",300.22,15.64,26.4,0.17%,0.09%,-4.63%,-4.63%,"6,54,776"
3203,30/06/21,679.77,692.81,678.14,679.7,679.7,18924900,ElectrekCo,"Tesla (TSLA) is expected to deliver 200,000 vehicles, according to Wall Street https://t.co/DByGFc843E by @fredericlambert",1.5083,0.2348,0.3666,24.1178,10.9717,10.9717,10.8129,9.5501,0.2168,1.9172,5.6167,16.0236,4.5935,4.6822,2.1361,3.5147,26.062,1.9162,0.5428,"6,47,948",300.22,15.64,26.4,0.17%,0.09%,-4.63%,-4.63%,"6,54,776"
3204,30/06/21,679.77,692.81,678.14,679.7,679.7,18924900,GerberKawasaki,They did a full climate study. Tesla model 3 vs Toyota Camry. Over five years in the US the EV emits half the CO2 than an efficient gas car. This include manufacturing and source of energy. #tesla $tsla,1.5083,0.2348,0.3666,24.1178,10.9717,10.9717,10.8129,9.5501,0.2168,1.9172,5.6167,16.0236,4.5935,4.6822,2.1361,3.5147,26.062,1.9162,0.5428,"6,47,948",300.22,15.64,26.4,0.17%,0.09%,-4.63%,-4.63%,"6,54,776"
3205,30/06/21,679.77,692.81,678.14,679.7,679.7,18924900,realwillmeade,"Big buyer in Tesla 
Buyer 14,000 $TSLA 7/2 $720 calls for $4.44",1.5083,0.2348,0.3666,24.1178,10.9717,10.9717,10.8129,9.5501,0.2168,1.9172,5.6167,16.0236,4.5935,4.6822,2.1361,3.5147,26.062,1.9162,0.5428,"6,47,948",300.22,15.64,26.4,0.17%,0.09%,-4.63%,-4.63%,"6,54,776"
3206,30/06/21,679.77,692.81,678.14,679.7,679.7,18924900,Teslaconomics,"Which one would you like to have? 

Cybertruck OR Roadster?

Me: Cybertruck!

$TSLA #Tesla https://t.co/nn9fSxjYtv",1.5083,0.2348,0.3666,24.1178,10.9717,10.9717,10.8129,9.5501,0.2168,1.9172,5.6167,16.0236,4.5935,4.6822,2.1361,3.5147,26.062,1.9162,0.5428,"6,47,948",300.22,15.64,26.4,0.17%,0.09%,-4.63%,-4.63%,"6,54,776"
3207,30/06/21,679.77,692.81,678.14,679.7,679.7,18924900,squawksquare,"$TSLA should position itself in a cleaver and yet subtle way for awareness and perception of it's core brand attributes compared to ""competition."" My proposal is SAFE (Sexy, Affordable, Fast, Electric). Tesla, the SAFE choice. This one is free @elonmusk. I charge for next one. 🤣",1.5083,0.2348,0.3666,24.1178,10.9717,10.9717,10.8129,9.5501,0.2168,1.9172,5.6167,16.0236,4.5935,4.6822,2.1361,3.5147,26.062,1.9162,0.5428,"6,47,948",300.22,15.64,26.4,0.17%,0.09%,-4.63%,-4.63%,"6,54,776"
3208,30/06/21,679.77,692.81,678.14,679.7,679.7,18924900,AdrianoinJapan,"Soon…

- Tesla will be a $1 trillion company

- SpaceX will be a $1 trillion company

- Starlink will be a $1 trillion company

- Dogecoin will be a $1 trillion coin 

#dogecoin #doge #dogearmy #Tesla #SpaceX $TSLA @elonmusk",1.5083,0.2348,0.3666,24.1178,10.9717,10.9717,10.8129,9.5501,0.2168,1.9172,5.6167,16.0236,4.5935,4.6822,2.1361,3.5147,26.062,1.9162,0.5428,"6,47,948",300.22,15.64,26.4,0.17%,0.09%,-4.63%,-4.63%,"6,54,776"
3209,30/06/21,679.77,692.81,678.14,679.7,679.7,18924900,WholeMarsBlog,“A new 142-Tesla Megapack project (400 MWh) has been turned online in Ventura County in California to create a giant new battery that is replacing a gas peaker plants — Fred @elonmusk $TSLA,1.5083,0.2348,0.3666,24.1178,10.9717,10.9717,10.8129,9.5501,0.2168,1.9172,5.6167,16.0236,4.5935,4.6822,2.1361,3.5147,26.062,1.9162,0.5428,"6,47,948",300.22,15.64,26.4,0.17%,0.09%,-4.63%,-4.63%,"6,54,776"
3210,30/06/21,679.77,692.81,678.14,679.7,679.7,18924900,WholeMarsBlog,"On a Tesla, it won’t let you drive away if your car is still plugged in. 

Imagine that. $TSLA @elonmusk https://t.co/A7wizQN0HD",1.5083,0.2348,0.3666,24.1178,10.9717,10.9717,10.8129,9.5501,0.2168,1.9172,5.6167,16.0236,4.5935,4.6822,2.1361,3.5147,26.062,1.9162,0.5428,"6,47,948",300.22,15.64,26.4,0.17%,0.09%,-4.63%,-4.63%,"6,54,776"
3211,30/06/21,679.77,692.81,678.14,679.7,679.7,18924900,bevedoni,People are buying Tesla like Toilet Paper. $TSLA,1.5083,0.2348,0.3666,24.1178,10.9717,10.9717,10.8129,9.5501,0.2168,1.9172,5.6167,16.0236,4.5935,4.6822,2.1361,3.5147,26.062,1.9162,0.5428,"6,47,948",300.22,15.64,26.4,0.17%,0.09%,-4.63%,-4.63%,"6,54,776"
